"","gmDate","gmTime","teamAbbr","teamLoc","teamRslt","teamMin","teamDayOff","teamPTS","teamAST","teamTO","teamSTL","teamBLK","teamPF","teamFGA","teamFGM","teamFG.","team3PA","team3PM","team3P.","teamFTA","teamFTM","teamFT.","teamORB","teamDRB","teamTRB","teamPTS5","teamPTS6","teamPTS7","teamPTS8","opptAbbr","opptMin","opptDayOff","opptPTS","opptAST","opptTO","opptSTL","opptBLK","opptPF","opptFGA","opptFGM","opptFG.","oppt3PA","oppt3PM","oppt3P.","opptFTA","opptFTM","opptFT.","opptORB","opptDRB","opptTRB","opptPTS5","opptPTS6","opptPTS7","opptPTS8","nrow","teamCircadian","opptCircadian"
"16017","11/25/2014","21:00","DEN","Home","Win",240,2,114,22,14,5,7,25,85,43,0.5059,16,8,0.5,27,20,0.7407,14,31,45,0,0,0,0,"CHI",240,1,109,20,12,9,4,22,82,35,0.4268,21,7,0.3333,37,32,0.8649,11,26,37,0,0,0,0,2670,1,0
"16023","11/26/2014","19:00","CHA","Home","Loss",240,2,97,29,6,3,5,20,94,41,0.4362,15,5,0.3333,15,10,0.6667,10,37,47,0,0,0,0,"POR",240,2,105,21,8,4,7,18,92,39,0.4239,27,12,0.4444,20,15,0.75,10,40,50,0,0,0,0,2671,0,0
"16029","11/26/2014","19:00","CLE","Home","Win",240,2,113,23,10,13,2,18,74,38,0.5135,20,6,0.3,38,31,0.8158,7,25,32,0,0,0,0,"WAS",240,1,87,24,18,5,5,28,71,33,0.4648,13,5,0.3846,22,16,0.7273,7,19,26,0,0,0,0,2672,0,0
"16035","11/26/2014","19:00","ORL","Home","Loss",240,2,96,21,14,8,1,18,87,36,0.4138,20,6,0.3,24,18,0.75,12,34,46,0,0,0,0,"GS",240,1,111,30,15,7,6,19,85,44,0.5176,26,12,0.4615,19,11,0.5789,8,39,47,0,0,0,0,2673,0,0
"16041","11/26/2014","19:00","PHI","Home","Loss",240,2,91,23,20,11,5,24,85,34,0.4,24,9,0.375,17,14,0.8235,13,29,42,0,0,0,0,"BKN",240,4,99,25,24,10,7,19,71,35,0.493,24,8,0.3333,28,21,0.75,4,36,40,0,0,0,0,2674,0,1
"16047","11/26/2014","19:30","DAL","Home","Win",265,2,109,20,12,12,5,16,95,38,0.4,31,4,0.129,38,29,0.7632,20,36,56,14,0,0,0,"NY",265,2,102,21,22,7,3,32,92,39,0.4239,28,14,0.5,16,10,0.625,15,38,53,7,0,0,0,2675,0,0
"16053","11/26/2014","19:30","ATL","Home","Loss",240,1,115,31,14,2,4,24,82,42,0.5122,24,10,0.4167,24,21,0.875,9,23,32,0,0,0,0,"TOR",240,2,126,24,11,7,7,24,82,42,0.5122,29,14,0.4828,33,28,0.8485,11,25,36,0,0,0,0,2676,0,0
"16059","11/26/2014","19:30","DET","Home","Loss",240,1,98,18,16,8,4,17,78,35,0.4487,27,10,0.3704,24,18,0.75,12,26,38,0,0,0,0,"LAC",240,2,104,21,15,9,3,19,78,37,0.4744,28,12,0.4286,19,18,0.9474,9,30,39,0,0,0,0,2677,1,0
"16065","11/26/2014","20:00","HOU","Home","Win",240,2,102,26,4,13,5,25,94,42,0.4468,35,12,0.3429,15,6,0.4,13,28,41,0,0,0,0,"SAC",240,1,89,16,21,2,8,19,71,31,0.4366,16,5,0.3125,28,22,0.7857,10,38,48,0,0,0,0,2678,0,0
"16071","11/26/2014","20:00","MIN","Home","Loss",240,4,86,19,19,11,6,22,81,31,0.3827,14,3,0.2143,34,21,0.6176,14,24,38,0,0,0,0,"MIL",240,1,103,22,19,12,7,22,85,40,0.4706,16,5,0.3125,19,18,0.9474,13,30,43,0,0,0,0,2679,0,0
"16077","11/26/2014","20:00","OKC","Home","Win",240,3,97,21,19,9,7,26,83,40,0.4819,26,12,0.4615,10,5,0.5,12,33,45,0,0,0,0,"UTA",240,2,82,11,19,9,2,16,70,31,0.4429,16,3,0.1875,28,17,0.6071,8,30,38,0,0,0,0,2680,0,1
"16083","11/26/2014","20:30","SA","Home","Win",240,4,106,21,15,8,5,20,74,41,0.5541,15,5,0.3333,29,19,0.6552,8,37,45,0,0,0,0,"IND",240,2,100,23,13,9,1,23,87,40,0.4598,21,10,0.4762,18,10,0.5556,7,29,36,0,0,0,0,2681,0,0
"16089","11/26/2014","21:00","PHO","Home","Win",240,2,120,27,17,9,8,22,88,45,0.5114,25,13,0.52,21,17,0.8095,13,28,41,0,0,0,0,"DEN",240,1,112,19,18,10,4,22,90,39,0.4333,25,8,0.32,34,26,0.7647,20,27,47,0,0,0,0,2682,-2,0
"16095","11/26/2014","22:30","LAL","Home","Loss",240,3,93,16,12,6,9,18,81,33,0.4074,19,8,0.4211,24,19,0.7917,12,30,42,0,0,0,0,"MEM",240,3,99,25,14,7,6,20,80,36,0.45,22,5,0.2273,25,22,0.88,10,35,45,0,0,0,0,2683,0,-2
"16101","11/28/2014","13:00","BOS","Home","Loss",240,5,102,20,13,7,2,30,92,37,0.4022,22,6,0.2727,29,22,0.7586,12,30,42,0,0,0,0,"CHI",240,3,109,18,13,5,13,21,90,37,0.4111,17,5,0.2941,37,30,0.8108,18,34,52,0,0,0,0,2684,0,2
"16107","11/28/2014","19:00","CHA","Home","Loss",240,2,101,27,14,4,8,14,87,38,0.4368,19,6,0.3158,23,19,0.8261,8,36,44,0,0,0,0,"GS",240,2,106,28,12,7,8,26,99,42,0.4242,26,7,0.2692,16,15,0.9375,16,30,46,0,0,0,0,2685,0,0
"16113","11/28/2014","19:30","ATL","Home","Win",240,2,100,26,18,6,7,14,76,38,0.5,17,5,0.2941,22,19,0.8636,11,31,42,0,0,0,0,"NO",240,3,91,23,12,8,4,19,89,36,0.4045,24,7,0.2917,16,12,0.75,16,26,42,0,0,0,0,2686,0,1
"16119","11/28/2014","19:30","DET","Home","Loss",240,2,88,25,14,8,5,19,83,34,0.4096,23,6,0.2609,25,14,0.56,14,25,39,0,0,0,0,"MIL",240,2,104,30,19,9,6,20,77,39,0.5065,29,13,0.4483,16,13,0.8125,10,34,44,0,0,0,0,2687,0,1
"16125","11/28/2014","19:30","TOR","Home","Loss",240,2,102,17,17,7,1,23,91,38,0.4176,33,14,0.4242,16,12,0.75,15,40,55,0,0,0,0,"DAL",240,2,106,27,8,7,9,17,86,40,0.4651,26,11,0.4231,22,15,0.6818,6,31,37,0,0,0,0,2688,0,1
"16131","11/28/2014","20:00","HOU","Home","Loss",240,2,85,17,15,7,6,27,82,32,0.3902,37,10,0.2703,15,11,0.7333,8,32,40,0,0,0,0,"LAC",240,2,102,23,13,8,4,18,81,38,0.4691,25,9,0.36,22,17,0.7727,8,37,45,0,0,0,0,2689,0,-1
"16137","11/28/2014","20:00","OKC","Home","Win",240,2,105,20,15,9,0,30,86,38,0.4419,24,10,0.4167,23,19,0.8261,18,39,57,0,0,0,0,"NY",240,2,78,17,13,3,6,22,75,29,0.3867,19,2,0.1053,24,18,0.75,7,26,33,0,0,0,0,2690,0,0
"16143","11/28/2014","20:00","IND","Home","Win",240,2,98,25,12,7,3,17,94,41,0.4362,16,4,0.25,14,12,0.8571,17,36,53,0,0,0,0,"ORL",240,2,83,16,18,7,5,17,70,31,0.4429,18,7,0.3889,16,14,0.875,2,30,32,0,0,0,0,2691,1,0
"16149","11/28/2014","20:30","SA","Home","Win",240,2,112,29,7,8,9,19,82,42,0.5122,24,12,0.5,20,16,0.8,4,29,33,0,0,0,0,"SAC",240,2,104,22,15,4,4,20,75,38,0.5067,10,6,0.6,26,22,0.8462,8,38,46,0,0,0,0,2692,0,0
"16155","11/28/2014","21:00","DEN","Home","Win",240,2,122,20,18,10,3,27,88,41,0.4659,21,8,0.381,36,32,0.8889,16,42,58,0,0,0,0,"PHO",240,2,97,14,15,4,5,27,85,33,0.3882,23,8,0.3478,29,23,0.7931,9,25,34,0,0,0,0,2693,0,0
"16161","11/28/2014","22:00","POR","Home","Loss",240,2,99,22,8,6,6,18,97,39,0.4021,28,8,0.2857,18,13,0.7222,15,30,45,0,0,0,0,"MEM",240,2,112,28,9,7,4,14,84,45,0.5357,13,6,0.4615,26,16,0.6154,8,38,46,0,0,0,0,2694,-3,0
"16167","11/28/2014","22:30","LAL","Home","Loss",240,2,119,27,14,12,1,22,89,48,0.5393,21,8,0.381,22,15,0.6818,12,23,35,0,0,0,0,"MIN",240,2,120,37,19,8,1,20,79,45,0.5696,18,10,0.5556,24,20,0.8333,7,25,32,0,0,0,0,2695,0,-2
"16173","11/29/2014","19:00","PHI","Home","Loss",240,3,103,26,24,10,4,26,85,36,0.4235,21,6,0.2857,31,25,0.8065,22,33,55,0,0,0,0,"DAL",240,1,110,28,12,13,5,22,89,40,0.4494,30,8,0.2667,30,22,0.7333,13,27,40,0,0,0,0,2696,0,0
"16179","11/29/2014","19:00","WAS","Home","Win",240,3,83,21,14,9,9,18,76,35,0.4605,12,5,0.4167,12,8,0.6667,12,34,46,0,0,0,0,"NO",240,1,80,12,13,8,1,14,81,30,0.3704,17,6,0.3529,21,14,0.6667,13,29,42,0,0,0,0,2697,0,0
"16185","11/29/2014","19:30","ATL","Home","Win",240,1,105,31,14,8,5,17,75,40,0.5333,23,12,0.5217,16,13,0.8125,5,39,44,0,0,0,0,"CHA",240,1,75,20,12,3,4,16,88,29,0.3295,23,5,0.2174,16,12,0.75,13,25,38,0,0,0,0,2698,0,0
"16191","11/29/2014","19:30","CLE","Home","Win",240,3,109,20,10,4,6,20,78,41,0.5256,16,7,0.4375,32,20,0.625,9,35,44,0,0,0,0,"IND",240,1,97,26,8,2,1,23,89,35,0.3933,22,7,0.3182,26,20,0.7692,15,33,48,0,0,0,0,2699,0,0
"16197","11/29/2014","21:00","UTA","Home","Loss",240,3,96,19,13,6,2,15,75,34,0.4533,21,7,0.3333,33,21,0.6364,12,25,37,0,0,0,0,"LAC",240,1,112,21,11,6,5,25,80,45,0.5625,28,11,0.3929,15,11,0.7333,9,28,37,0,0,0,0,2700,-1,-1
"16203","11/29/2014","21:00","MIL","Home","Loss",240,1,103,23,11,7,5,16,74,33,0.4459,19,6,0.3158,35,31,0.8857,8,24,32,0,0,0,0,"HOU",240,1,117,26,13,7,5,24,87,44,0.5057,38,15,0.3947,16,14,0.875,13,31,44,0,0,0,0,2701,-1,0
"16209","11/30/2014","13:00","BOS","Home","Loss",240,2,89,21,15,5,5,21,87,36,0.4138,18,6,0.3333,15,11,0.7333,12,30,42,0,0,0,0,"SA",240,2,111,25,14,9,5,11,85,41,0.4824,26,11,0.4231,20,18,0.9,10,35,45,0,0,0,0,2702,0,1
"16215","11/30/2014","15:00","BKN","Home","Loss",240,4,84,16,10,9,0,25,86,32,0.3721,14,2,0.1429,24,18,0.75,7,27,34,0,0,0,0,"CHI",240,2,102,19,20,6,5,24,69,34,0.4928,24,7,0.2917,34,27,0.7941,7,43,50,0,0,0,0,2703,0,0
"16221","11/30/2014","15:30","DET","Home","Loss",240,2,93,25,13,11,5,20,91,33,0.3626,23,11,0.4783,24,16,0.6667,15,29,44,0,0,0,0,"GS",240,2,104,24,16,5,8,19,79,37,0.4684,21,9,0.4286,27,21,0.7778,9,40,49,0,0,0,0,2704,0,0
"16227","11/30/2014","18:00","SAC","Home","Loss",240,2,85,16,23,7,4,25,70,33,0.4714,11,1,0.0909,27,18,0.6667,11,31,42,0,0,0,0,"MEM",240,2,97,25,13,13,4,27,79,38,0.481,13,3,0.2308,28,18,0.6429,10,25,35,0,0,0,0,2705,-2,0
"16233","11/30/2014","19:30","NY","Home","Loss",240,2,79,14,14,6,3,22,88,31,0.3523,24,3,0.125,20,14,0.7,20,30,50,0,0,0,0,"MIA",240,5,86,20,15,8,1,20,72,30,0.4167,23,7,0.3043,31,19,0.6129,10,31,41,0,0,0,0,2706,1,0
"16239","11/30/2014","20:00","PHO","Home","Loss",240,2,90,22,19,5,3,18,85,34,0.4,26,7,0.2692,18,15,0.8333,11,32,43,0,0,0,0,"ORL",240,2,93,14,23,8,3,22,76,35,0.4605,15,5,0.3333,25,18,0.72,10,37,47,0,0,0,0,2707,0,-2
"16245","11/30/2014","21:00","POR","Home","Win",240,2,107,27,18,8,9,17,86,39,0.4535,33,12,0.3636,25,17,0.68,15,39,54,0,0,0,0,"MIN",240,2,93,24,15,12,4,23,90,39,0.4333,9,2,0.2222,20,13,0.65,11,32,43,0,0,0,0,2708,0,0
"16251","11/30/2014","21:30","LAL","Home","Win",265,2,129,24,10,4,7,21,96,47,0.4896,24,10,0.4167,34,25,0.7353,12,42,54,20,0,0,0,"TOR",265,2,122,25,8,6,6,28,104,45,0.4327,34,9,0.2647,31,23,0.7419,14,39,53,13,0,0,0,2709,0,-3
"16257","12/1/2014","19:00","PHI","Home","Loss",240,2,103,22,12,9,3,29,89,38,0.427,29,12,0.4138,25,15,0.6,8,34,42,0,0,0,0,"SA",240,1,109,25,15,6,3,20,83,36,0.4337,26,9,0.3462,35,28,0.8,11,41,52,0,0,0,0,2710,0,0
"16263","12/1/2014","19:00","WAS","Home","Win",240,2,107,29,14,7,3,23,72,39,0.5417,19,10,0.5263,24,19,0.7917,7,35,42,0,0,0,0,"MIA",240,1,86,12,11,5,2,20,72,33,0.4583,22,2,0.0909,30,18,0.6,7,26,33,0,0,0,0,2711,0,0
"16269","12/1/2014","21:00","UTA","Home","Loss",240,2,101,18,14,3,7,15,84,36,0.4286,18,7,0.3889,30,22,0.7333,14,34,48,0,0,0,0,"DEN",240,3,103,23,11,7,6,22,87,41,0.4713,26,9,0.3462,17,12,0.7059,8,31,39,0,0,0,0,2712,0,0
"16275","12/1/2014","22:30","LAC","Home","Win",240,2,127,33,15,5,7,26,80,41,0.5125,34,15,0.4412,36,30,0.8333,9,41,50,0,0,0,0,"MIN",240,1,101,26,11,9,3,27,82,35,0.4268,12,2,0.1667,40,29,0.725,6,26,32,0,0,0,0,2713,-1,0
"16281","12/2/2014","19:00","CLE","Home","Win",240,3,111,22,19,5,5,17,73,39,0.5342,21,6,0.2857,38,27,0.7105,7,32,39,0,0,0,0,"MIL",240,3,108,31,13,11,3,26,92,45,0.4891,20,7,0.35,13,11,0.8462,12,28,40,0,0,0,0,2714,0,1
"16287","12/2/2014","19:30","ATL","Home","Win",240,3,109,36,16,8,8,14,82,43,0.5244,24,11,0.4583,14,12,0.8571,4,27,31,0,0,0,0,"BOS",240,2,105,33,23,10,3,20,84,41,0.4881,23,12,0.5217,13,11,0.8462,9,33,42,0,0,0,0,2715,0,0
"16293","12/2/2014","19:30","DET","Home","Loss",240,2,96,20,14,6,5,16,90,33,0.3667,21,6,0.2857,31,24,0.7742,16,33,49,0,0,0,0,"LAL",240,2,106,25,14,9,6,26,81,39,0.4815,17,10,0.5882,24,18,0.75,12,35,47,0,0,0,0,2716,0,3
"16299","12/2/2014","19:30","NY","Home","Loss",240,2,93,22,14,8,3,21,81,35,0.4321,28,11,0.3929,14,12,0.8571,13,27,40,0,0,0,0,"BKN",240,2,98,22,14,7,5,20,89,39,0.4382,17,6,0.3529,20,14,0.7,21,28,49,0,0,0,0,2717,0,0
"16305","12/2/2014","20:00","CHI","Home","Loss",290,2,129,38,18,5,6,22,103,47,0.4563,26,8,0.3077,34,27,0.7941,15,37,52,13,8,0,0,"DAL",290,3,132,30,14,9,6,28,102,47,0.4608,30,15,0.5,27,23,0.8519,12,34,46,13,11,0,0,2718,-1,-1
"16311","12/2/2014","20:00","NO","Home","Win",240,3,112,23,13,13,11,21,88,39,0.4432,17,5,0.2941,45,29,0.6444,16,33,49,0,0,0,0,"OKC",240,4,104,16,17,7,6,32,84,37,0.4405,24,7,0.2917,27,23,0.8519,9,36,45,0,0,0,0,2719,-1,0
"16317","12/2/2014","21:00","DEN","Home","Loss",240,1,103,21,14,8,2,19,81,41,0.5062,20,7,0.35,19,14,0.7368,7,34,41,0,0,0,0,"POR",240,2,105,26,12,7,5,19,86,43,0.5,22,5,0.2273,17,14,0.8235,4,33,37,0,0,0,0,2720,0,1
"16323","12/2/2014","21:00","PHO","Home","Win",240,2,116,18,12,13,5,19,86,43,0.5,25,12,0.48,26,18,0.6923,9,35,44,0,0,0,0,"IND",240,3,99,20,19,8,3,24,85,41,0.4824,13,4,0.3077,17,13,0.7647,8,33,41,0,0,0,0,2721,0,-2
"16329","12/2/2014","22:00","SAC","Home","Loss",240,2,109,28,16,5,3,23,75,39,0.52,10,3,0.3,37,28,0.7568,13,21,34,0,0,0,0,"TOR",240,2,117,22,13,8,3,29,88,44,0.5,23,10,0.4348,21,19,0.9048,13,22,35,0,0,0,0,2722,0,0
"16335","12/2/2014","22:30","GS","Home","Win",240,2,98,25,15,8,5,15,82,38,0.4634,27,8,0.2963,18,14,0.7778,13,36,49,0,0,0,0,"ORL",240,2,97,19,11,11,3,17,87,39,0.4483,17,6,0.3529,14,13,0.9286,8,32,40,0,0,0,0,2723,-3,-1
"16341","12/3/2014","19:00","CHA","Home","Loss",240,4,95,17,5,5,3,21,90,36,0.4,15,2,0.1333,23,21,0.913,7,35,42,0,0,0,0,"CHI",240,1,102,27,13,4,1,18,80,37,0.4625,28,12,0.4286,21,16,0.7619,4,45,49,0,0,0,0,2724,0,1
"16347","12/3/2014","19:00","WAS","Home","Win",240,2,111,33,11,6,3,15,93,45,0.4839,19,6,0.3158,19,15,0.7895,12,41,53,0,0,0,0,"LAL",240,1,95,16,13,8,6,20,85,33,0.3882,29,12,0.4138,21,17,0.8095,9,34,43,0,0,0,0,2725,0,0
"16353","12/3/2014","19:30","BOS","Home","Win",265,1,109,28,13,8,6,21,93,37,0.3978,30,13,0.4333,27,22,0.8148,8,41,49,21,0,0,0,"DET",265,1,102,20,12,7,7,23,102,37,0.3627,27,8,0.2963,29,20,0.6897,16,39,55,14,0,0,0,2726,0,0
"16359","12/3/2014","19:30","BKN","Home","Win",265,1,95,20,10,2,2,10,90,37,0.4111,19,9,0.4737,18,12,0.6667,9,45,54,7,0,0,0,"SA",265,2,93,23,8,5,6,19,101,36,0.3564,32,12,0.375,12,9,0.75,18,40,58,5,0,0,0,2727,0,0
"16365","12/3/2014","19:30","MIA","Home","Loss",240,2,102,25,19,10,4,24,64,36,0.5625,16,6,0.375,32,24,0.75,4,26,30,0,0,0,0,"ATL",240,1,112,25,19,9,1,24,74,40,0.5405,25,12,0.48,23,20,0.8696,5,25,30,0,0,0,0,2728,0,0
"16371","12/3/2014","20:00","HOU","Home","Win",240,4,105,22,20,14,8,26,93,41,0.4409,28,10,0.3571,20,13,0.65,23,29,52,0,0,0,0,"MEM",240,3,96,26,21,9,7,15,76,39,0.5132,13,2,0.1538,27,16,0.5926,10,29,39,0,0,0,0,2729,0,2
"16377","12/3/2014","20:00","MIL","Home","Loss",240,1,105,24,19,11,2,24,73,38,0.5205,11,7,0.6364,32,22,0.6875,8,31,39,0,0,0,0,"DAL",240,1,107,20,17,8,6,23,92,42,0.4565,27,8,0.2963,22,15,0.6818,17,29,46,0,0,0,0,2730,-1,0
"16383","12/3/2014","20:00","MIN","Home","Loss",240,2,77,17,19,8,5,21,84,30,0.3571,17,3,0.1765,17,14,0.8235,11,39,50,0,0,0,0,"PHI",240,2,85,15,19,12,7,17,82,32,0.3902,24,5,0.2083,25,16,0.64,13,36,49,0,0,0,0,2731,2,-1
"16389","12/3/2014","21:00","UTA","Home","Loss",240,2,104,21,8,7,5,15,87,42,0.4828,28,8,0.2857,15,12,0.8,13,22,35,0,0,0,0,"TOR",240,1,123,15,9,7,3,16,79,45,0.5696,21,12,0.5714,24,21,0.875,8,29,37,0,0,0,0,2732,0,1
"16395","12/3/2014","22:30","LAC","Home","Win",240,2,114,32,18,11,6,17,78,42,0.5385,31,12,0.3871,25,18,0.72,6,38,44,0,0,0,0,"ORL",240,1,86,21,17,11,2,24,79,33,0.4177,20,7,0.35,25,13,0.52,6,28,34,0,0,0,0,2733,0,0
"16401","12/4/2014","20:00","NY","Home","Loss",240,2,87,26,22,11,3,25,88,37,0.4205,26,8,0.3077,6,5,0.8333,17,30,47,0,0,0,0,"CLE",240,2,90,19,17,8,1,16,70,32,0.4571,18,5,0.2778,26,21,0.8077,6,27,33,0,0,0,0,2734,0,0
"16407","12/4/2014","22:00","POR","Home","Win",240,2,88,20,12,9,5,16,83,33,0.3976,21,4,0.1905,23,18,0.7826,5,43,48,0,0,0,0,"IND",240,2,82,19,17,5,5,19,91,36,0.3956,18,5,0.2778,8,5,0.625,11,40,51,0,0,0,0,2735,-1,-1
"16413","12/4/2014","22:30","GS","Home","Win",240,2,112,31,9,11,8,8,100,47,0.47,22,10,0.4545,17,8,0.4706,18,38,56,0,0,0,0,"NO",240,2,85,23,17,8,4,15,89,37,0.4157,15,3,0.2,13,8,0.6154,10,37,47,0,0,0,0,2736,0,-2
"16419","12/5/2014","19:00","CHA","Home","Win",240,2,103,19,7,2,7,20,88,42,0.4773,18,4,0.2222,18,15,0.8333,10,31,41,0,0,0,0,"NY",240,1,102,23,6,5,4,21,79,37,0.4684,22,10,0.4545,22,18,0.8182,4,30,34,0,0,0,0,2737,0,0
"16425","12/5/2014","19:00","PHI","Home","Loss",240,2,91,25,19,13,2,24,84,32,0.381,28,8,0.2857,30,19,0.6333,19,25,44,0,0,0,0,"OKC",240,3,103,27,17,7,8,24,71,35,0.493,23,9,0.3913,31,24,0.7742,6,34,40,0,0,0,0,2738,1,1
"16431","12/5/2014","19:00","WAS","Home","Win",240,2,119,35,16,12,11,20,85,45,0.5294,20,7,0.35,27,22,0.8148,14,38,52,0,0,0,0,"DEN",240,3,89,16,19,8,7,22,82,31,0.378,22,5,0.2273,30,22,0.7333,10,26,36,0,0,0,0,2739,0,2
"16437","12/5/2014","19:30","BOS","Home","Win",240,2,113,29,17,6,2,19,90,46,0.5111,20,8,0.4,22,13,0.5909,10,44,54,0,0,0,0,"LAL",240,2,96,14,12,2,4,18,92,38,0.413,16,6,0.375,19,14,0.7368,7,31,38,0,0,0,0,2740,0,0
"16443","12/5/2014","19:30","BKN","Home","Loss",240,2,75,16,19,4,2,21,80,30,0.375,18,3,0.1667,19,12,0.6316,9,42,51,0,0,0,0,"ATL",240,2,98,22,11,12,4,22,81,35,0.4321,34,13,0.3824,24,15,0.625,6,40,46,0,0,0,0,2741,0,0
"16449","12/5/2014","19:30","TOR","Home","Loss",240,2,91,25,11,4,4,17,86,35,0.407,24,8,0.3333,20,13,0.65,14,26,40,0,0,0,0,"CLE",240,1,105,28,13,7,2,21,84,41,0.4881,20,9,0.45,21,14,0.6667,15,33,48,0,0,0,0,2742,2,0
"16455","12/5/2014","20:00","MEM","Home","Loss",240,2,101,19,10,4,7,19,80,37,0.4625,12,5,0.4167,26,22,0.8462,7,30,37,0,0,0,0,"SA",240,2,107,25,14,5,8,22,84,40,0.4762,25,14,0.56,16,13,0.8125,12,32,44,0,0,0,0,2743,0,-1
"16461","12/5/2014","20:00","MIN","Home","Loss",265,2,112,23,14,12,5,26,97,45,0.4639,10,3,0.3,27,19,0.7037,14,29,43,7,0,0,0,"HOU",265,2,114,19,23,3,3,28,78,38,0.4872,32,12,0.375,31,26,0.8387,7,35,42,9,0,0,0,2744,0,0
"16467","12/5/2014","20:30","DAL","Home","Loss",240,2,106,13,11,5,1,16,88,40,0.4545,19,4,0.2105,30,22,0.7333,16,28,44,0,0,0,0,"PHO",240,3,118,27,13,5,3,25,80,45,0.5625,26,13,0.5,17,15,0.8824,7,34,41,0,0,0,0,2745,0,1
"16473","12/5/2014","20:30","MIL","Home","Win",240,2,109,21,25,11,3,26,69,39,0.5652,16,9,0.5625,26,22,0.8462,12,33,45,0,0,0,0,"MIA",240,2,85,21,18,16,3,22,68,30,0.4412,18,7,0.3889,27,18,0.6667,3,17,20,0,0,0,0,2746,0,-1
"16479","12/5/2014","21:00","UTA","Home","Loss",240,2,93,23,12,4,6,21,79,36,0.4557,16,8,0.5,21,13,0.619,13,28,41,0,0,0,0,"ORL",240,2,98,15,9,6,3,20,74,37,0.5,17,7,0.4118,20,17,0.85,9,29,38,0,0,0,0,2747,0,1
"16485","12/5/2014","22:00","SAC","Home","Win",265,3,102,16,15,6,2,24,83,36,0.4337,10,2,0.2,40,28,0.7,11,38,49,6,0,0,0,"IND",265,1,101,18,9,10,5,33,96,36,0.375,26,6,0.2308,29,23,0.7931,9,34,43,5,0,0,0,2748,0,0
"16491","12/6/2014","19:30","DET","Home","Loss",265,3,101,22,19,11,6,24,87,34,0.3908,23,6,0.2609,35,27,0.7714,12,35,47,1,0,0,0,"PHI",265,1,108,27,19,12,8,27,87,40,0.4598,23,7,0.3043,30,21,0.7,12,41,53,8,0,0,0,2749,0,0
"16497","12/6/2014","20:00","CHI","Home","Loss",240,3,102,24,23,6,3,23,83,36,0.4337,21,7,0.3333,27,23,0.8519,17,33,50,0,0,0,0,"GS",240,2,112,27,11,14,6,21,89,40,0.4494,30,12,0.4,25,20,0.8,15,25,40,0,0,0,0,2750,-1,2
"16503","12/6/2014","20:00","HOU","Home","Win",240,1,100,16,24,7,7,23,81,33,0.4074,27,11,0.4074,31,23,0.7419,19,38,57,0,0,0,0,"PHO",240,1,95,16,13,14,8,20,93,34,0.3656,28,7,0.25,26,20,0.7692,16,24,40,0,0,0,0,2751,0,0
"16509","12/6/2014","20:30","SA","Home","Win",240,1,123,30,17,5,6,24,82,47,0.5732,18,7,0.3889,25,22,0.88,8,35,43,0,0,0,0,"MIN",240,1,101,20,8,10,2,22,83,35,0.4217,16,6,0.375,32,25,0.7813,8,25,33,0,0,0,0,2752,0,0
"16515","12/6/2014","22:00","SAC","Home","Loss",240,1,96,22,11,5,2,16,79,35,0.443,15,4,0.2667,28,22,0.7857,9,26,35,0,0,0,0,"ORL",240,1,105,26,11,4,5,25,83,42,0.506,26,9,0.3462,14,12,0.8571,10,30,40,0,0,0,0,2753,0,-1
"16521","12/6/2014","22:30","LAC","Home","Win",240,3,120,34,7,7,6,20,78,43,0.5513,32,17,0.5313,24,17,0.7083,6,32,38,0,0,0,0,"NO",240,2,100,26,11,4,2,18,80,38,0.475,23,8,0.3478,25,16,0.64,12,33,45,0,0,0,0,2754,0,0
"16527","12/7/2014","13:00","BOS","Home","Win",240,2,101,20,16,10,7,21,88,36,0.4091,17,8,0.4706,26,21,0.8077,9,40,49,0,0,0,0,"WAS",240,2,93,21,19,5,8,20,93,34,0.3656,27,11,0.4074,21,14,0.6667,16,36,52,0,0,0,0,2755,0,0
"16533","12/7/2014","15:30","ATL","Home","Win",240,2,96,26,12,9,4,15,87,36,0.4138,27,10,0.3704,19,14,0.7368,11,32,43,0,0,0,0,"DEN",240,2,84,25,14,9,4,22,93,34,0.3656,35,6,0.1714,13,10,0.7692,16,36,52,0,0,0,0,2756,0,0
"16539","12/7/2014","18:00","MEM","Home","Win",240,2,103,24,14,7,4,14,73,43,0.589,13,8,0.6154,11,9,0.8182,7,31,38,0,0,0,0,"MIA",240,2,87,21,11,10,2,12,80,39,0.4875,16,5,0.3125,8,4,0.5,10,20,30,0,0,0,0,2757,0,0
"16545","12/7/2014","18:00","DET","Home","Loss",240,1,94,25,14,5,1,21,76,34,0.4474,23,7,0.3043,28,19,0.6786,8,31,39,0,0,0,0,"OKC",240,2,96,20,15,5,7,24,87,39,0.4483,21,6,0.2857,17,12,0.7059,16,34,50,0,0,0,0,2758,0,0
"16551","12/7/2014","19:30","DAL","Home","Win",240,2,125,29,11,14,8,14,84,49,0.5833,31,12,0.3871,19,15,0.7895,8,28,36,0,0,0,0,"MIL",240,2,102,17,19,7,4,18,84,42,0.5,15,4,0.2667,17,14,0.8235,11,25,36,0,0,0,0,2759,0,0
