"","gmDate","gmTime","teamAbbr","teamLoc","teamRslt","teamMin","teamDayOff","teamPTS","teamAST","teamTO","teamSTL","teamBLK","teamPF","teamFGA","teamFGM","teamFG.","team3PA","team3PM","team3P.","teamFTA","teamFTM","teamFT.","teamORB","teamDRB","teamTRB","teamPTS5","teamPTS6","teamPTS7","teamPTS8","opptAbbr","opptMin","opptDayOff","opptPTS","opptAST","opptTO","opptSTL","opptBLK","opptPF","opptFGA","opptFGM","opptFG.","oppt3PA","oppt3PM","oppt3P.","opptFTA","opptFTM","opptFT.","opptORB","opptDRB","opptTRB","opptPTS5","opptPTS6","opptPTS7","opptPTS8","nrow","teamCircadian","opptCircadian"
"16557","12/7/2014","19:30","NY","Home","Loss",240,2,99,20,14,6,4,23,79,41,0.519,19,5,0.2632,14,12,0.8571,4,33,37,0,0,0,0,"POR",240,3,103,21,10,8,2,17,85,36,0.4235,28,10,0.3571,29,21,0.7241,16,28,44,0,0,0,0,2760,0,3
"16563","12/7/2014","21:30","LAL","Home","Loss",240,2,87,18,7,4,6,15,90,36,0.4,19,5,0.2632,15,10,0.6667,7,27,34,0,0,0,0,"NO",240,1,104,28,16,2,4,14,83,43,0.5181,18,8,0.4444,15,10,0.6667,9,41,50,0,0,0,0,2761,-3,0
"16569","12/8/2014","19:00","IND","Home","Loss",240,3,92,23,17,6,2,22,84,37,0.4405,27,9,0.3333,17,9,0.5294,8,34,42,0,0,0,0,"ATL",240,1,108,27,16,11,7,20,77,40,0.5195,21,9,0.4286,27,19,0.7037,6,41,47,0,0,0,0,2762,3,0
"16575","12/8/2014","19:00","WAS","Home","Win",290,1,133,32,23,10,3,26,94,49,0.5213,16,7,0.4375,34,28,0.8235,11,38,49,11,12,0,0,"BOS",290,1,132,27,17,17,4,30,102,47,0.4608,22,9,0.4091,32,29,0.9063,14,32,46,11,11,0,0,2763,0,0
"16581","12/8/2014","19:30","BKN","Home","Loss",240,3,88,25,12,6,2,18,81,36,0.4444,19,4,0.2105,19,12,0.6316,10,23,33,0,0,0,0,"CLE",240,3,110,25,14,10,5,17,90,43,0.4778,25,9,0.36,22,15,0.6818,20,35,55,0,0,0,0,2764,0,0
"16587","12/8/2014","19:30","TOR","Home","Win",265,3,112,21,16,4,10,16,81,41,0.5062,33,9,0.2727,29,21,0.7241,8,36,44,10,0,0,0,"DEN",265,1,107,21,15,7,2,28,104,43,0.4135,30,10,0.3333,15,11,0.7333,19,30,49,5,0,0,0,2765,0,0
"16593","12/8/2014","20:00","MIN","Home","Loss",240,2,86,22,19,12,4,10,89,32,0.3596,11,2,0.1818,29,20,0.6897,19,31,50,0,0,0,0,"GS",240,2,102,24,17,15,7,18,91,42,0.4615,22,5,0.2273,14,13,0.9286,15,36,51,0,0,0,0,2766,0,0
"16599","12/8/2014","22:00","SAC","Home","Win",240,2,101,18,17,8,2,24,74,35,0.473,8,3,0.375,36,28,0.7778,10,35,45,0,0,0,0,"UTA",240,3,92,20,13,7,7,26,79,32,0.4051,17,3,0.1765,37,25,0.6757,11,24,35,0,0,0,0,2767,0,-1
"16605","12/8/2014","22:30","LAC","Home","Win",265,2,121,27,11,7,5,22,96,44,0.4583,31,9,0.2903,30,24,0.8,10,35,45,9,0,0,0,"PHO",265,2,120,32,17,9,3,28,91,44,0.4835,37,16,0.4324,20,16,0.8,7,36,43,8,0,0,0,2768,0,-2
"16611","12/9/2014","19:00","CLE","Home","Win",240,1,105,27,12,4,5,17,79,39,0.4937,26,9,0.3462,21,18,0.8571,12,19,31,0,0,0,0,"TOR",240,1,101,26,15,4,3,24,82,42,0.5122,23,7,0.3043,10,10,1,12,23,35,0,0,0,0,2769,0,0
"16617","12/9/2014","19:30","DET","Home","Loss",240,2,86,23,9,7,2,8,97,34,0.3505,22,5,0.2273,16,13,0.8125,17,30,47,0,0,0,0,"POR",240,2,98,25,13,4,7,12,84,41,0.4881,21,9,0.4286,8,7,0.875,10,37,47,0,0,0,0,2770,0,0
"16623","12/9/2014","20:00","MEM","Home","Win",240,2,114,20,5,10,1,17,85,41,0.4824,14,7,0.5,29,25,0.8621,12,29,41,0,0,0,0,"DAL",240,2,105,19,16,4,7,22,85,38,0.4471,40,18,0.45,14,11,0.7857,12,31,43,0,0,0,0,2771,0,0
"16629","12/9/2014","20:00","NO","Home","Win",240,2,104,22,11,7,8,14,80,40,0.5,15,4,0.2667,26,20,0.7692,12,31,43,0,0,0,0,"NY",240,2,93,19,13,8,8,20,78,37,0.4744,19,9,0.4737,13,10,0.7692,6,24,30,0,0,0,0,2772,2,-1
"16635","12/9/2014","20:00","OKC","Home","Win",240,2,114,23,20,10,6,28,82,41,0.5,21,4,0.1905,34,28,0.8235,15,39,54,0,0,0,0,"MIL",240,2,101,19,14,8,2,25,84,34,0.4048,21,4,0.1905,35,29,0.8286,9,22,31,0,0,0,0,2773,-1,0
"16641","12/9/2014","21:00","PHO","Home","Loss",240,1,97,24,23,7,5,20,77,37,0.4805,35,17,0.4857,9,6,0.6667,10,27,37,0,0,0,0,"MIA",240,2,103,25,12,14,4,14,80,43,0.5375,17,9,0.5294,12,8,0.6667,9,25,34,0,0,0,0,2774,1,-1
"16647","12/9/2014","21:00","UTA","Home","Win",240,1,100,18,19,5,7,23,80,40,0.5,14,4,0.2857,22,16,0.7273,8,35,43,0,0,0,0,"SA",240,3,96,23,13,12,8,21,84,39,0.4643,20,4,0.2,23,14,0.6087,11,26,37,0,0,0,0,2775,1,-1
"16653","12/9/2014","22:30","LAL","Home","Win",240,2,98,27,5,9,6,23,96,38,0.3958,25,5,0.2,25,17,0.68,14,31,45,0,0,0,0,"SAC",240,1,95,20,16,3,3,25,70,32,0.4571,15,7,0.4667,37,24,0.6486,9,39,48,0,0,0,0,2776,0,0
"16659","12/10/2014","19:00","CHA","Home","Win",240,5,96,18,11,5,3,14,84,35,0.4167,14,3,0.2143,29,23,0.7931,7,37,44,0,0,0,0,"BOS",240,2,87,26,15,3,1,27,87,38,0.4368,23,5,0.2174,10,6,0.6,6,39,45,0,0,0,0,2777,0,0
"16665","12/10/2014","19:00","IND","Home","Loss",240,2,96,27,12,6,1,18,89,35,0.3933,27,9,0.3333,22,17,0.7727,12,31,43,0,0,0,0,"LAC",240,2,103,25,13,7,7,17,88,42,0.4773,24,7,0.2917,14,12,0.8571,10,40,50,0,0,0,0,2778,0,3
"16671","12/10/2014","19:00","ORL","Home","Loss",240,4,89,13,10,7,7,12,84,38,0.4524,15,7,0.4667,9,6,0.6667,8,31,39,0,0,0,0,"WAS",240,2,91,26,10,5,5,13,81,41,0.5062,12,5,0.4167,9,4,0.4444,8,33,41,0,0,0,0,2779,3,0
"16677","12/10/2014","19:30","ATL","Home","Win",240,2,95,26,18,15,1,16,91,38,0.4176,30,10,0.3333,13,9,0.6923,16,36,52,0,0,0,0,"PHI",240,4,79,21,18,10,10,18,72,30,0.4167,25,6,0.24,22,13,0.5909,7,32,39,0,0,0,0,2780,0,0
"16683","12/10/2014","20:00","CHI","Home","Win",240,4,105,21,16,6,11,18,79,37,0.4684,22,8,0.3636,32,23,0.7188,15,42,57,0,0,0,0,"BKN",240,2,80,16,11,9,5,25,88,29,0.3295,14,3,0.2143,24,19,0.7917,15,29,44,0,0,0,0,2781,0,-1
"16689","12/10/2014","20:00","MIN","Home","Win",240,2,90,22,18,13,3,19,81,32,0.3951,12,1,0.0833,33,25,0.7576,20,36,56,0,0,0,0,"POR",240,1,82,20,20,7,10,25,80,31,0.3875,35,10,0.2857,12,10,0.8333,11,27,38,0,0,0,0,2782,0,-1
"16695","12/10/2014","20:00","SA","Home","Win",240,1,109,22,10,10,4,16,73,37,0.5068,19,10,0.5263,30,25,0.8333,8,27,35,0,0,0,0,"NY",240,1,95,22,17,4,1,25,76,37,0.4868,15,6,0.4,17,15,0.8824,10,26,36,0,0,0,0,2783,1,0
"16701","12/10/2014","20:30","DAL","Home","Win",240,1,112,17,9,5,5,18,83,44,0.5301,21,9,0.4286,17,15,0.8824,5,24,29,0,0,0,0,"NO",240,1,107,16,12,5,3,20,88,40,0.4545,18,7,0.3889,24,20,0.8333,16,29,45,0,0,0,0,2784,0,0
"16707","12/10/2014","22:30","GS","Home","Win",240,2,105,21,15,9,5,16,81,40,0.4938,23,8,0.3478,20,17,0.85,6,37,43,0,0,0,0,"HOU",240,4,93,15,15,9,2,17,90,37,0.4111,35,9,0.2571,15,10,0.6667,12,32,44,0,0,0,0,2785,-2,-2
"16713","12/10/2014","22:30","DEN","Home","Win",240,2,102,21,10,7,4,18,85,38,0.4471,23,8,0.3478,27,18,0.6667,17,33,50,0,0,0,0,"MIA",240,1,82,18,11,1,6,20,82,30,0.3659,22,7,0.3182,21,15,0.7143,16,26,42,0,0,0,0,2786,-2,0
"16719","12/11/2014","20:00","OKC","Home","Win",240,2,103,22,11,9,11,23,87,38,0.4368,26,7,0.2692,22,20,0.9091,11,35,46,0,0,0,0,"CLE",240,2,94,20,15,5,4,20,85,31,0.3647,28,9,0.3214,30,23,0.7667,15,33,48,0,0,0,0,2787,0,-1
"16725","12/11/2014","22:30","SAC","Home","Loss",265,2,109,22,22,8,4,23,84,39,0.4643,18,8,0.4444,34,23,0.6765,11,33,44,14,0,0,0,"HOU",265,1,113,18,14,13,3,27,95,38,0.4,44,15,0.3409,31,22,0.7097,14,28,42,18,0,0,0,2788,0,0
"16731","12/12/2014","19:00","CHI","Home","Win",240,2,115,18,8,5,3,11,88,44,0.5,15,5,0.3333,28,22,0.7857,14,33,47,0,0,0,0,"POR",240,2,106,20,11,3,5,17,88,43,0.4886,24,12,0.5,11,8,0.7273,11,26,37,0,0,0,0,2789,0,0
"16737","12/12/2014","19:00","WAS","Home","Win",240,2,104,28,16,10,6,25,80,39,0.4875,16,9,0.5625,21,17,0.8095,9,28,37,0,0,0,0,"LAC",240,2,96,14,18,7,2,20,75,32,0.4267,20,6,0.3,31,26,0.8387,12,25,37,0,0,0,0,2790,0,0
"16743","12/12/2014","19:30","ATL","Home","Win",240,2,87,24,12,12,3,12,78,29,0.3718,29,9,0.3103,27,20,0.7407,5,37,42,0,0,0,0,"ORL",240,2,81,14,19,3,4,27,77,30,0.3896,26,9,0.3462,16,12,0.75,9,37,46,0,0,0,0,2791,0,0
"16749","12/12/2014","19:30","BOS","Home","Loss",240,2,95,28,18,3,3,18,85,37,0.4353,22,7,0.3182,18,14,0.7778,12,29,41,0,0,0,0,"NY",240,2,101,26,13,13,5,20,81,40,0.4938,16,6,0.375,18,15,0.8333,11,29,40,0,0,0,0,2792,0,1
"16755","12/12/2014","19:30","BKN","Home","Win",240,2,88,25,17,16,5,15,81,36,0.4444,20,5,0.25,17,11,0.6471,13,34,47,0,0,0,0,"PHI",240,2,70,18,24,10,4,20,69,22,0.3188,28,11,0.3929,20,15,0.75,10,27,37,0,0,0,0,2793,1,0
"16761","12/12/2014","19:30","TOR","Home","Win",240,3,106,21,10,2,3,23,91,38,0.4176,26,10,0.3846,22,20,0.9091,16,36,52,0,0,0,0,"IND",240,2,94,24,12,4,7,22,80,33,0.4125,22,8,0.3636,23,20,0.8696,6,33,39,0,0,0,0,2794,0,0
"16767","12/12/2014","20:00","MEM","Home","Win",290,3,113,21,20,7,9,22,85,39,0.4588,13,6,0.4615,38,29,0.7632,7,40,47,10,11,0,0,"CHA",290,2,107,16,15,8,11,29,98,41,0.4184,17,6,0.3529,27,19,0.7037,13,36,49,10,5,0,0,2795,0,-1
"16773","12/12/2014","20:00","MIN","Home","Loss",240,2,92,21,16,11,9,16,78,36,0.4615,7,1,0.1429,29,19,0.6552,9,22,31,0,0,0,0,"OKC",240,1,111,23,19,11,6,23,88,45,0.5114,24,6,0.25,20,15,0.75,16,31,47,0,0,0,0,2796,0,0
"16779","12/12/2014","20:00","NO","Home","Win",240,2,119,21,8,5,6,15,79,44,0.557,28,12,0.4286,25,19,0.76,6,33,39,0,0,0,0,"CLE",240,1,114,22,6,6,6,19,89,44,0.4944,22,8,0.3636,23,18,0.7826,11,29,40,0,0,0,0,2797,0,0
"16785","12/12/2014","21:00","PHO","Home","Loss",240,3,103,16,17,11,5,24,83,39,0.4699,31,10,0.3226,19,15,0.7895,10,27,37,0,0,0,0,"DET",240,3,105,17,18,11,3,18,84,40,0.4762,15,4,0.2667,27,21,0.7778,13,34,47,0,0,0,0,2798,0,-2
"16791","12/12/2014","21:00","UTA","Home","Loss",240,3,95,16,14,4,6,18,77,34,0.4416,28,8,0.2857,22,19,0.8636,12,32,44,0,0,0,0,"MIA",240,2,100,19,9,6,3,16,72,36,0.5,20,7,0.35,31,21,0.6774,7,28,35,0,0,0,0,2799,0,0
"16797","12/12/2014","21:30","SA","Home","Loss",265,2,110,23,19,10,5,16,90,42,0.4667,31,12,0.3871,21,14,0.6667,12,35,47,9,0,0,0,"LAL",265,3,112,27,15,11,4,19,96,44,0.4583,24,12,0.5,15,12,0.8,14,35,49,11,0,0,0,2800,0,2
"16803","12/13/2014","14:00","DAL","Home","Loss",240,3,98,14,15,11,0,23,89,36,0.4045,25,5,0.2,30,21,0.7,17,36,53,0,0,0,0,"GS",240,3,105,21,14,7,7,24,83,37,0.4458,32,10,0.3125,27,21,0.7778,9,36,45,0,0,0,0,2801,0,2
"16809","12/13/2014","19:00","CHA","Home","Loss",240,1,87,16,6,3,4,19,79,31,0.3924,22,8,0.3636,27,17,0.6296,9,25,34,0,0,0,0,"BKN",240,1,114,29,14,4,4,24,72,42,0.5833,23,16,0.6957,20,14,0.7,4,39,43,0,0,0,0,2802,1,0
"16815","12/13/2014","19:00","IND","Home","Loss",240,1,85,16,13,8,2,18,88,34,0.3864,15,4,0.2667,16,13,0.8125,12,37,49,0,0,0,0,"POR",240,1,95,21,12,9,5,21,90,40,0.4444,17,5,0.2941,12,10,0.8333,11,35,46,0,0,0,0,2803,0,1
"16821","12/13/2014","19:00","ORL","Home","Win",240,1,100,26,15,6,6,15,74,37,0.5,21,10,0.4762,21,16,0.7619,7,29,36,0,0,0,0,"ATL",240,1,99,24,11,4,4,19,84,35,0.4167,27,8,0.2963,24,21,0.875,9,32,41,0,0,0,0,2804,0,0
"16827","12/13/2014","19:30","MIL","Home","Win",240,4,111,25,16,3,4,19,76,43,0.5658,11,7,0.6364,24,18,0.75,6,33,39,0,0,0,0,"LAC",240,1,106,24,13,8,3,24,91,39,0.4286,29,14,0.4828,19,14,0.7368,10,25,35,0,0,0,0,2805,0,-1
"16833","12/13/2014","19:30","PHI","Home","Loss",265,1,115,22,17,11,4,24,82,40,0.4878,28,11,0.3929,34,24,0.7059,10,35,45,6,0,0,0,"MEM",265,1,120,33,15,9,4,24,93,45,0.4839,26,11,0.4231,27,19,0.7037,9,33,42,11,0,0,0,2806,0,1
"16839","12/13/2014","20:00","HOU","Home","Win",240,2,108,20,15,8,7,21,88,39,0.4432,34,10,0.2941,34,20,0.5882,13,39,52,0,0,0,0,"DEN",240,3,96,24,16,7,7,26,96,36,0.375,28,7,0.25,26,17,0.6538,15,36,51,0,0,0,0,2807,2,1
"16845","12/13/2014","22:00","SAC","Home","Loss",240,2,90,21,17,4,7,18,93,33,0.3548,29,11,0.3793,19,13,0.6842,22,33,55,0,0,0,0,"DET",240,1,95,22,15,10,9,18,79,35,0.443,20,6,0.3,23,19,0.8261,8,35,43,0,0,0,0,2808,0,-1
"16851","12/14/2014","18:00","NO","Home","Loss",265,2,122,22,14,14,6,27,101,47,0.4653,27,8,0.2963,25,20,0.8,12,32,44,11,0,0,0,"GS",265,1,128,22,20,7,9,19,86,44,0.5116,24,11,0.4583,35,29,0.8286,8,38,46,17,0,0,0,2809,0,0
"16857","12/14/2014","18:00","MIA","Home","Loss",240,2,75,12,15,13,5,22,80,28,0.35,22,4,0.1818,18,15,0.8333,13,27,40,0,0,0,0,"CHI",240,2,93,21,20,4,8,18,71,33,0.4648,18,9,0.5,21,18,0.8571,8,36,44,0,0,0,0,2810,2,1
"16863","12/14/2014","18:00","WAS","Home","Win",240,2,93,20,15,11,9,21,84,41,0.4881,13,4,0.3077,12,7,0.5833,10,31,41,0,0,0,0,"UTA",240,2,84,13,17,8,7,18,78,30,0.3846,17,5,0.2941,28,19,0.6786,12,33,45,0,0,0,0,2811,0,2
"16869","12/14/2014","19:00","MIN","Home","Loss",240,2,94,25,14,6,3,21,90,38,0.4222,10,3,0.3,20,15,0.75,14,32,46,0,0,0,0,"LAL",240,2,100,22,11,10,5,17,81,34,0.4198,17,5,0.2941,34,27,0.7941,11,34,45,0,0,0,0,2812,0,0
"16875","12/14/2014","19:00","OKC","Home","Win",240,2,112,20,19,7,5,19,80,39,0.4875,18,4,0.2222,34,30,0.8824,14,49,63,0,0,0,0,"PHO",240,2,88,21,11,11,3,22,99,34,0.3434,31,7,0.2258,18,13,0.7222,14,26,40,0,0,0,0,2813,0,1
"16881","12/14/2014","19:30","NY","Home","Loss",265,2,90,15,25,11,4,22,78,29,0.3718,29,9,0.3103,28,23,0.8214,12,31,43,4,0,0,0,"TOR",265,2,95,24,24,14,2,25,78,36,0.4615,24,9,0.375,18,14,0.7778,9,33,42,9,0,0,0,2814,0,0
"16887","12/14/2014","20:00","DEN","Home","Loss",240,1,91,20,21,10,4,29,83,34,0.4096,16,8,0.5,21,15,0.7143,15,30,45,0,0,0,0,"SA",240,2,99,26,13,9,11,20,74,34,0.4595,16,5,0.3125,35,26,0.7429,11,32,43,0,0,0,0,2815,-1,-1
"16893","12/15/2014","19:00","CLE","Home","Win",240,3,97,28,11,10,5,14,83,38,0.4578,24,9,0.375,17,12,0.7059,8,35,43,0,0,0,0,"CHA",240,2,88,22,10,4,5,14,83,38,0.4578,16,5,0.3125,14,7,0.5,5,32,37,0,0,0,0,2816,1,0
"16899","12/15/2014","19:00","IND","Home","Win",240,2,110,21,14,7,2,20,83,40,0.4819,17,7,0.4118,27,23,0.8519,11,42,53,0,0,0,0,"LAL",240,1,91,14,9,10,5,20,88,29,0.3295,26,10,0.3846,29,23,0.7931,11,27,38,0,0,0,0,2817,0,1
"16905","12/15/2014","19:00","PHI","Home","Loss",240,2,87,19,23,11,9,28,93,33,0.3548,28,4,0.1429,21,17,0.8095,16,32,48,0,0,0,0,"BOS",240,3,105,26,22,15,5,23,86,38,0.4419,25,6,0.24,35,23,0.6571,16,36,52,0,0,0,0,2818,0,0
"16911","12/15/2014","19:30","ATL","Home","Win",240,2,93,26,10,10,7,17,83,36,0.4337,21,7,0.3333,17,14,0.8235,5,35,40,0,0,0,0,"CHI",240,1,86,18,16,3,6,17,93,35,0.3763,29,6,0.2069,14,10,0.7143,15,42,57,0,0,0,0,2819,0,0
"16917","12/15/2014","19:30","TOR","Home","Win",240,1,95,25,13,8,4,14,83,37,0.4458,30,11,0.3667,15,10,0.6667,12,27,39,0,0,0,0,"ORL",240,2,82,13,19,5,7,19,74,36,0.4865,15,4,0.2667,8,6,0.75,6,30,36,0,0,0,0,2820,0,0
"16923","12/15/2014","21:00","PHO","Home","Loss",240,1,94,17,23,12,5,24,75,30,0.4,38,12,0.3158,27,22,0.8148,16,26,42,0,0,0,0,"MIL",240,2,96,23,21,10,1,27,73,35,0.4795,16,8,0.5,22,18,0.8182,5,28,33,0,0,0,0,2821,-1,-1
"16929","12/15/2014","22:00","POR","Home","Win",240,2,108,18,11,8,2,19,89,41,0.4607,18,7,0.3889,22,19,0.8636,11,35,46,0,0,0,0,"SA",240,1,95,19,15,5,4,21,78,38,0.4872,11,4,0.3636,22,15,0.6818,9,33,42,0,0,0,0,2822,-3,-1
"16935","12/15/2014","22:30","LAC","Home","Win",240,2,113,35,15,9,3,21,80,43,0.5375,24,12,0.5,20,15,0.75,12,29,41,0,0,0,0,"DET",240,2,91,23,18,10,3,19,83,35,0.4217,27,8,0.2963,22,13,0.5909,17,24,41,0,0,0,0,2823,-2,0
"16941","12/16/2014","19:00","WAS","Home","Win",240,2,109,29,10,7,8,25,86,43,0.5,17,10,0.5882,18,13,0.7222,10,36,46,0,0,0,0,"MIN",240,2,95,17,10,7,5,18,81,36,0.4444,8,3,0.375,35,20,0.5714,11,30,41,0,0,0,0,2824,0,1
"16947","12/16/2014","19:30","BKN","Home","Loss",240,3,91,25,17,9,2,26,77,30,0.3896,28,8,0.2857,32,23,0.7188,11,26,37,0,0,0,0,"MIA",240,2,95,20,18,9,2,23,72,33,0.4583,24,9,0.375,26,20,0.7692,7,34,41,0,0,0,0,2825,0,0
"16953","12/16/2014","20:00","MEM","Home","Win",240,3,105,24,13,9,4,16,92,42,0.4565,14,5,0.3571,19,16,0.8421,10,38,48,0,0,0,0,"GS",240,2,98,18,14,9,11,19,95,39,0.4105,31,9,0.2903,12,11,0.9167,15,34,49,0,0,0,0,2826,-1,0
"16959","12/16/2014","20:00","NO","Home","Win",240,2,119,24,16,9,9,20,79,47,0.5949,16,8,0.5,18,17,0.9444,9,23,32,0,0,0,0,"UTA",240,2,111,19,15,6,7,18,90,45,0.5,15,5,0.3333,19,16,0.8421,18,19,37,0,0,0,0,2827,0,-1
"16965","12/16/2014","20:00","NY","Home","Loss",240,2,87,23,15,11,5,13,84,37,0.4405,21,5,0.2381,10,8,0.8,10,25,35,0,0,0,0,"DAL",240,3,107,30,17,9,4,14,83,42,0.506,33,15,0.4545,8,8,1,10,31,41,0,0,0,0,2828,0,1
"16971","12/16/2014","22:30","SAC","Home","Loss",240,3,92,21,19,7,3,21,84,36,0.4286,18,5,0.2778,17,15,0.8824,13,35,48,0,0,0,0,"OKC",240,2,104,18,12,9,9,20,87,41,0.4713,20,6,0.3,24,16,0.6667,12,29,41,0,0,0,0,2829,0,-2
"16977","12/17/2014","19:00","CHA","Home","Loss",240,2,106,22,7,6,3,16,86,40,0.4651,24,10,0.4167,22,16,0.7273,8,27,35,0,0,0,0,"PHO",240,2,111,22,8,4,7,15,82,43,0.5244,25,9,0.36,21,16,0.7619,8,35,43,0,0,0,0,2830,0,2
"16983","12/17/2014","19:00","CLE","Home","Loss",240,2,98,24,9,3,0,17,82,37,0.4512,30,8,0.2667,21,16,0.7619,10,23,33,0,0,0,0,"ATL",240,2,127,36,9,3,5,17,76,49,0.6447,28,16,0.5714,16,13,0.8125,6,34,40,0,0,0,0,2831,0,0
"16989","12/17/2014","19:30","BOS","Home","Win",240,2,109,25,14,9,8,16,80,44,0.55,19,7,0.3684,18,14,0.7778,7,35,42,0,0,0,0,"ORL",240,2,92,17,12,8,1,16,85,37,0.4353,19,5,0.2632,15,13,0.8667,10,26,36,0,0,0,0,2832,0,0
"16995","12/17/2014","19:30","DET","Home","Loss",240,2,106,22,11,9,4,27,89,40,0.4494,33,13,0.3939,19,13,0.6842,10,32,42,0,0,0,0,"DAL",240,1,117,29,14,9,4,15,79,40,0.5063,22,10,0.4545,35,27,0.7714,9,36,45,0,0,0,0,2833,3,0
"17001","12/17/2014","19:30","MIA","Home","Loss",240,1,87,10,11,10,0,24,70,27,0.3857,17,4,0.2353,40,29,0.725,8,23,31,0,0,0,0,"UTA",240,1,105,23,20,4,5,26,66,35,0.5303,25,14,0.56,24,21,0.875,6,32,38,0,0,0,0,2834,0,1
"17007","12/17/2014","20:00","TOR","Home","Win",240,2,105,24,12,6,4,21,80,41,0.5125,20,10,0.5,19,13,0.6842,11,31,42,0,0,0,0,"BKN",240,1,89,20,15,3,8,16,81,35,0.4321,27,9,0.3333,22,10,0.4545,14,29,43,0,0,0,0,2835,0,0
"17013","12/17/2014","20:30","SA","Home","Loss",315,2,116,31,16,6,11,16,105,43,0.4095,35,17,0.4857,27,13,0.4815,19,41,60,10,9,5,0,"MEM",315,1,117,29,12,12,6,27,107,48,0.4486,27,10,0.3704,14,11,0.7857,13,45,58,10,9,6,0,2836,2,0
"17019","12/17/2014","22:00","POR","Home","Win",240,2,104,25,14,4,3,19,87,41,0.4713,23,7,0.3043,29,15,0.5172,16,36,52,0,0,0,0,"MIL",240,2,97,16,13,8,0,25,77,37,0.4805,19,7,0.3684,22,16,0.7273,5,27,32,0,0,0,0,2837,0,-1
"17025","12/17/2014","22:30","LAC","Home","Win",240,2,102,20,12,7,4,15,78,34,0.4359,18,6,0.3333,45,28,0.6222,14,37,51,0,0,0,0,"IND",240,2,100,27,12,6,4,30,90,40,0.4444,19,4,0.2105,23,16,0.6957,14,29,43,0,0,0,0,2838,0,-3
"17031","12/17/2014","22:30","DEN","Home","Loss",265,3,111,30,18,8,1,36,99,40,0.404,30,13,0.4333,23,18,0.7826,16,35,51,12,0,0,0,"HOU",265,4,115,17,16,7,5,23,85,35,0.4118,28,8,0.2857,48,37,0.7708,10,45,55,16,0,0,0,2839,0,-1
"17037","12/18/2014","20:00","CHI","Home","Win",240,3,103,23,13,9,8,17,75,34,0.4533,23,12,0.5217,30,23,0.7667,11,21,32,0,0,0,0,"NY",240,2,97,19,16,7,6,24,82,38,0.4634,9,6,0.6667,19,15,0.7895,14,27,41,0,0,0,0,2840,-1,-1
"17043","12/18/2014","20:30","HOU","Home","Loss",240,1,90,19,11,8,4,18,86,33,0.3837,25,6,0.24,23,18,0.7826,12,31,43,0,0,0,0,"NO",240,2,99,21,12,4,8,17,82,38,0.4634,18,5,0.2778,22,18,0.8182,12,33,45,0,0,0,0,2841,1,0
"17049","12/18/2014","22:00","SAC","Home","Loss",240,2,107,24,21,5,0,23,67,38,0.5672,14,6,0.4286,33,25,0.7576,4,31,35,0,0,0,0,"MIL",240,1,108,24,16,7,2,26,75,37,0.4933,23,13,0.5652,27,21,0.7778,5,22,27,0,0,0,0,2842,0,0
"17055","12/18/2014","22:30","GS","Home","Win",240,2,114,32,10,9,7,15,94,48,0.5106,31,12,0.3871,10,6,0.6,10,29,39,0,0,0,0,"OKC",240,2,109,17,16,5,4,15,86,41,0.4767,25,11,0.44,24,16,0.6667,8,35,43,0,0,0,0,2843,-2,0
"17061","12/19/2014","19:00","ORL","Home","Loss",240,2,94,28,12,6,2,22,83,37,0.4458,22,12,0.5455,12,8,0.6667,9,25,34,0,0,0,0,"UTA",240,2,101,24,16,4,5,14,73,39,0.5342,11,4,0.3636,24,19,0.7917,7,35,42,0,0,0,0,2844,0,0
"17067","12/19/2014","19:00","PHI","Home","Loss",240,4,91,23,25,6,12,17,71,32,0.4507,26,12,0.4615,17,15,0.8824,2,33,35,0,0,0,0,"CHA",240,2,109,25,15,10,3,17,98,43,0.4388,24,10,0.4167,17,13,0.7647,17,28,45,0,0,0,0,2845,0,0
"17073","12/19/2014","19:30","BOS","Home","Win",240,2,114,29,13,9,6,20,85,48,0.5647,23,8,0.3478,14,10,0.7143,12,31,43,0,0,0,0,"MIN",240,3,98,23,13,8,5,13,93,42,0.4516,12,6,0.5,16,8,0.5,15,22,37,0,0,0,0,2846,0,0
"17079","12/19/2014","19:30","CLE","Home","Win",240,2,95,22,16,7,4,16,77,31,0.4026,24,9,0.375,29,24,0.8276,11,33,44,0,0,0,0,"BKN",240,2,91,23,16,8,8,26,78,37,0.4744,24,9,0.375,12,8,0.6667,4,33,37,0,0,0,0,2847,0,0
"17085","12/19/2014","19:30","DET","Home","Loss",240,2,100,28,11,5,7,20,94,41,0.4362,25,8,0.32,15,10,0.6667,14,35,49,0,0,0,0,"TOR",240,2,110,24,9,4,5,16,88,42,0.4773,27,8,0.2963,24,18,0.75,9,38,47,0,0,0,0,2848,0,0
"17091","12/19/2014","19:30","MIA","Home","Loss",240,2,103,22,16,7,3,27,75,40,0.5333,19,9,0.4737,19,14,0.7368,5,29,34,0,0,0,0,"WAS",240,3,105,24,9,6,3,17,79,39,0.4937,14,3,0.2143,33,24,0.7273,13,23,36,0,0,0,0,2849,0,0
